text,stance
lol yang bakal jadi pengacara dan jaksa kek beginian ... pantesan hukum indonesia kek 💩,Neutral
jujur semalem pengen bgt ke ui,Neutral
Gak di DO paling,Neutral
gk ada point,Neutral
Kicihin jir🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺ih tipi ginting bingit gi si,VictimBlaming
killing spree bg😁,Neutral
Jangan fitnah....!!!,Neutral
Capek2 bayar pajak eh duit nya buat MBG pas gitu nggak dimakan sama yang terima MBG,Neutral
Agama  aja ngajar kan begitu!!!?.,Neutral
"Mahasiswa....BEM itu masih kumpulan manusia juga yang bs jadi pendosa, jd jgn sungkan jika mereka bertindak nista. Mereka jg manusia yang doyan duit juga",Neutral
"mana ""fiat jastitia ruat caelum"" nya?",Neutral
"Makanya cari pemimpin tuh yg bener. Kalau pemimpinnya ancur, rakyatnya juga ancur.",Neutral
"semua nama korban di sensor kak, intinya cukup tau aja ada dosen yg jadi korban juga, kita gaperlu tau mereka dilec*hin kaya gimana",Neutral
"hiii, tolong jaga diri baik2 yaaa, karena yang bisa diandalkan cuma kamu sendiri sekarang 🩷",Neutral
gada yg ganteng plis,Neutral
Bikin malu sebuah perguruan tinggi bergengsi tindakan para pelaku tidak bermoral,Neutral
AAAAHHHHH🥰🥰🥰 LANJUTKAN QUEEENNNNN😭😭😭,Neutral
Astaghfirullah...,Neutral
ini sudah sekitar sebulan yang lalu,Neutral
"Alhamdulillah Doa saya di kabulkan sama Tuhan, bagaimana rasanya menjadi orang tua yg ingin memasukan anak ke UI tapi gagal karena kalah sama yg berduit. Dengan adanya kasus ini saya sangat Bahagia",Neutral
Astagfirulloh hal sudah lama ditutup rapat sekarang meledak memalukan mengerikan,Neutral
Kenapa tuh kan yg di IPB ?,Neutral
"Luarbiasa hebat, ternyata oh ternyata....begitu toh....",Neutral
sama gue juga kasusnya apaan,Neutral
"jam dua kak, ini sidang mulai dri jam 7 malam",Neutral
"masa si kak, blunder tuh dia😂",Neutral
pada di DO ga,Neutral
Speechless bgt sama ketikan wibu ini..,Neutral
"jam 11 malam aja blm kelar"",",Neutral
"kak, sama aja sih mereka sm orang tuanya WKWKWK",Neutral
"sedih bgt, peluk jauh untuk semua perempuan🫂",Supportive
Aduuuh gila juga,Neutral
Sidang lanjutannya gimana? Di D.O ga nih pada?,Neutral
merindingg😭💔,Neutral
"iya betull, di x sama si IG viral, banyk yang repost balesan story instagram, jd di mana mana udh tau",Neutral
INII KENAPA WOII AK KETINGGALAN 🥰🥰,Neutral
​@udaramalam7348betul banget,Neutral
"Di zoom muka nya tuh 2 biji kemeja putih ! Anak siapa nihh ,hayoooo wkkkk..",Neutral
jangan menilai dari tampilan,Neutral
"pdhl kaya orang"" baik bgt",Neutral
"kalau aku si tetep fh ugm atau unair
tapi gak menutup realita anak fh UI best sih",Neutral
"MANTAP GENERASI PENERUS PROFESI HUKUM HAHAHAHA, MAKIN ASYIK AJA HUKUM DI INDON..",Neutral
Hancur sudah kau 😂,Neutral
kakkk kenapa sihh ceritain dong😭,Neutral
Ini mah dilaporin juga gk guna,Neutral
salut sama kaka ini😭,Neutral
"spt nya, kalo kasusnya menyebarkan isi chat untuk membongkar kejahatan manusia, UU ITE gak berlaku. kalo gak disebarin ya ga kebongkar lah kebusukan mereka",Neutral
"Gara2 Si ADE ARMANDO,Rusak semua Mahasiwa UI😅",Neutral
Bejat!!!!!!!,Neutral
cocok Hukuman Nya Di DO Biar Ngefek,Neutral
kerajaan? 😭,Neutral
arti nya apa GK ngrti,Neutral
malu woy malu.,Neutral
Sungguh miris dunia pendidikan konoha udah mah sistemnya bobrok ditambah lgi banyam oknum pelajar dan dosen didalamnya parah...🥱,Neutral
"pasti bpknya KORUPTOR, makanya kena KARMA.",Neutral
loh milea ngajar di ui tah,Neutral
"justru ini yang bikin ui kelas atas. emang ada kampus lain yang berani bikin forum terbuka, nampilin pelaku pelakunya untuk disidang sekampus dan disiarkan live pula? sorry to say tapi kebanyakan kampus malah nutup nutupin kak kalo ada kasus begini",Neutral
"Bgitulah kelakuan org selagi punya wewenang, tapi sayang alumnus ui tidak nampak yg mempermasalahkan ijazah jkwi, salut buat alumnus ugm yg mau berjuang bongkar ijazah palsu jkwi.",Neutral
Ngeri klo pelaku jdi pejabat,Neutral
Hukum + UI 😂,Neutral
kami sudah memaafkan mereka,Neutral
bukannya normalnya gitu?,Neutral
"Ka aku pernah merasakan dr korban. Meskipun itu hanya ada di dalam grup chat. Tp jujur aku sangat amat insecure. Bahkan krn tau pernah dibahas di dalam kelompok itu, aku jd ga merasa nyaman berteman dengan laki2. Karna takut diperlakukan sama meskipun mungkin mereka gaakan lakuin kaya yg lain. Jujur kebawanya smpe lama. Alhamdulillah skrg udh nikah sih. Jd ga mikirin apa ya yg mereka pikirin tntg aku.",Neutral
Pelecehan seksual di grup kak jadi ngomongin cewek dan dosen di hukum UI,Neutral
bner kaa...,Neutral
"yaelah maafin saja namanya juga manusia tidak luput dari kesalahan kita ini manusia bukan nabi boy, jdi selesaikan Dengan maaf😁🙏🏻😅😄",VictimBlaming
Kek gk tau cewek² indo aja bro wkw,Neutral
Ngacengan emang bikin repot,Neutral
sumpah bener gua bacanya jijik banget masa ibu sendiri diomongin,Neutral
muka baik gak menjamin dengan kelakuannya,Neutral
coba kak search Ui,Neutral
ngakak detik ke 26😭😭,Neutral
semua perempuan berhak ngerasa aman🥺,Supportive
"iyap, bedanya binatang sama manusia ya gitu",Neutral
mereka chat tentang pelecehan,Neutral
Gorengan anget,Neutral
Downfall itu kehancuran,Neutral
"iya, soalnya template semua kata""nya",Neutral
"Sebenarnya saya nggak paham apa yg mereka omongin, menggunakan istilah2 yg mungkin hanya di pahami oleh mereka. 
Dan saya juga minta kepada pihak korban, sebaiknya membentengi diri dengan menggunakan busana yg tertutup dan juga sopan.",VictimBlaming
korbanya banyak dosen aja klo gk salah ada 6 dosen yg korban,Neutral
"Kakkkkk aku aja lewat udah kelewatan gak lanjut, plus ngantuk 😭",Neutral
Bagus sich sekecil apapun  langsung diproses demi marwah kampus.,Neutral
Merasa bangga saat di pajang 😂😂😂,Neutral
Ya harga diri nya jatuh,Neutral
Yang salah dosennya tidak mendidik mahasiswa nya.,Neutral
Klo demooo gaya nya minta ampun...hruhhh,Neutral
kenapa nih selalu ketinggalan britanya padahal 24 jam scroll tiktok😌,Neutral
yaallah 23 fokus noh bentar lg skripsi anjengggggg pls DO AJA,Neutral
larangan live jir?,Neutral
"@ahmadrohman-z9ryang siswi juga dong harusnya jangan siswa aja, ada juga kok hanya tidak terdeteksi saja 🫢🤣🗿",Neutral
Sistem nya kayak pejabat hukum di negara ini,Neutral
"Jalur duit lah...wong quota jalur prestasi cuma 20%, yg diterima yg miskin sekalian di jemput sama Rektor buat pencitraan seolah olah baik",Neutral
"Bahaya pornografi jauh lebih parah dari narkoba. Merusak bagian otak pengambil keputusan manusia yg bijaksana. Kasus sprt ini bukan main-main, ini warning bhw masa depan bangsa akan rusak jika tdk ada perubahan yg radikal. Akar masalah Kekerasan Seksual apa saja? Apakah efektif hanya menghukum mhs nya? Pornografi dan pornoaksi aksi makin hari makin beredar bebas di dunia maya. Jika ini terus menerus yg ditonton, didengar, dan didukung klp sebaya maka sebaik apapun ortu / lembaga pendidikan mendidik akan sangat berat bahkan bisa sia - sia. DIMANA PERAN PEMERINTAH DALAM MENJAGA MORAL BANGSA?! PEMERINTAH PUNYA INSTRUMEN UTK MENTAKEDOWN TAPI KENAPA KONTEN2/ IKLAN YG MERUSAK MASA DEPAN BANGSA SEOLAH DIBIARKAN?! ARUS INFORMASI PORNOGRAFI ITU LEBIH DERAS DARI KEMAMPUAN MEMBLOKIR SECARA PRIBADI. 
Keresahan ini sdh sejak lama disuarakan Bu Eli Risman (Psikolog sekaligus praktisi) di DPR-RI tp jujur sbg emak2 sy blm melihat tindakan tegas penghapusan/ pembatasan tsb secara masif oleh pemerintah.",Neutral
"Hancur nama univerdotas besar Ugm hancur ijazaj jokowi ,ui hancur pelecehan mana nih wowo givran dpr",Neutral
"kalau dibilang “kenapa disebut kekerasan seksual?”, sebenarnya sekarang definisinya memang ga cuma soal fisik. di Undang-Undang Tindak Pidana Kekerasan Seksual (UU TPKS), yang termasuk itu juga bisa berupa pelecehan verbal atau digital, apalagi kalau isinya merendahkan, mengobjektifikasi, atau ngomongin tubuh/hal seksual tanpa consent. jadi meskipun lewat chat, tetap bisa masuk kategori pelecehan dan “cuma bercanda di grup private” private itu bukan berarti bebas dari konsekuensi dan semaunya sendiri, apalagi kalau yang dibahas itu orang lain yang ga ikut di situ dan dijadiin objek. candaan tetap ada batasnya, dan kalau udah melewati batas sampai merendahkan atau bikin orang lain ga nyaman, itu bukan sekadar jokes lagi. soal yang nyebarin chat, itu mungkin juga bisa diperdebatkan secara hukum tapi itu ranah yang beda. yang jelas ga otomatis membenarkan hal lainnya. kalau ada dugaan pelecehan, fokus utamanya tetap ke pelaku KS dulu.",Neutral
IPB baru ada juga,Neutral
g*la fak hukum tapi melanggar hukum...smg dapat hukuman setimpal,Neutral
selesai sampe jam 3,Neutral
"boleh jelasin hk, itu kenapa?",Neutral
enak ga banyak fans?,Neutral
LEBIH BAIK NONTON PERANG AS DAN IRAN INDONESIA BERITANYA GINI² TERUS MEMBOSANKAN DAN MEMUAKKAN.,Neutral
"Diajari cekokin agama dari dini , sekolah di universitas bergengsi tapi lupa gk diajarkan norma dan Adab itulah Indonesia",Neutral
"‘. Mahasewa kayak gini sok ngajarin pemerintah 🤡🤣🤣 teriak teriak keadilan 🤡🤣🤣PRET.,-",Neutral
biasanya cuci tangan bersih biar ga kenak,Neutral
yg pake batik,Neutral
"jadi mereka 16 orang laki laki mahasiswa semester 6 dari FAKULTAS HUKUM UI, ada chat ber edar yang isinya chat pelecehan terhadap perempuan, ga sekali atau dua kali tp udah sering, bahkan korban nya dari mahasiswa sampai dosen. yang nyebar pun sbnrnya diantara 16 orang itu, sbnrnya ak masi kurang paham alesan yg nyebar apa. tp intinya gtu kak.",Neutral
DO DO DO DO DO DO DO,Neutral
itu mrka kira” beneran di do ga ya😭,Neutral
Itulah yg dibilang ADAB lebih tinggi Dari pada ILMU,Neutral
Kebangetan nhe kalau sampai gx di DO,Neutral
serius nanya gua ga ngerti ada apa,Neutral
Iyah sumpahhh kayak jatuh banget harga diri cewek,Neutral
"ini kenapa dah, gw ketinggalan berita",Neutral
"cowok² itu mahasiswa hukum ui kak mereka melakukan pelecehan dan ada bukti chat nya itu "" setau aku",Neutral
di kantor tempat gua kerja dh rame tuh,Neutral
"tergantung konteksnya ya kakak.. jika berita yg disebarkan adalah fakta dng tujuan baik, bukan fitnah, dan untuk mencari keadilan, secara umum itu tdk melanggar uu ite.",Neutral
Wkwk tapi ada emot batunya yg bikin bingung 🙂,Neutral
ipb bogor?,Neutral
Indonesia gelap 😂😂😂,Neutral
bener bgtt 🫂,Neutral
Usut tuntas itu dunia pendidikan yg sdh rusak moral generasi banfsa . Zamanakgir ini moral bangsa ini semakin bobrok,Advocacy
Mahasiswi dan dosen perempuan,Neutral
ada apa dgn UI??😮😮😮,Neutral
Indonesia gk perang tapi anak ui yang bikin masalah,Neutral
"16 orang bikin grup tapi isinya pelecehan seksual secara verbal.. baik dosen , mahasiswi sana, saudara , bahkan ibu di antara mereka kena juga",Neutral
"sumpah tp live semalem sus bgt, sinyal tiba"" lag
ga cuma 1 live, tp live anak lain yg berada disana juga lag",Neutral
"Mukanya pelaku di perlihatkan dong satu persatu,,,,udah ga ada moralnya, ga ingat bahwa ibunya perempuan",Neutral
kita pelukan girlss sakit hati bgt gua baca chtnyaa 😭,Supportive
silahkan laporkan ke pihak universitas semua jangan kasih kerja,Neutral
"ui bukan nya dari dulu bnyk kasus ya?cm gegara ketutup sama top ptn nya doang, berita di ui jg cepet tenggelem",Neutral
"​@pierre0000kasusnya apaan sih bro?? 
gw nggak ngerti dah..",Neutral
merinding cuy 😭,Neutral
"Cmiiw, jalur jabatan orang tua",Neutral
Mereka banyak yg anaknya atau masih saudara petinggi dari UI itu sendiri dan ada yg anaknya petinggi pejabat negri ini,Neutral
"verbal kak, soalnya pelecehan di grup chat gitu",Neutral
kak dikidoy juga sama aja @Man of Coolture ❤️‍🔥,Neutral
"iya mreka 1 grup chat, korbannya bnyak, tmn cewek cowok bahkan dosen mreka sndiri",Neutral
​@tehenak-p1g punya power tp punya anak tak beradab.. apavitu jg kebanggaan ortunya? astaghfirullah,Neutral
Ini lebih karena Indonesia ga punya filter konten porno kak,Neutral
Yang komen padahal ganteng apaan banget sih???,Supportive
"Sisir juga di Universitas Negeri yang lain, barangkali ada juga kasus serupa.",Neutral
"Mereka ngomongin perkaos perkaos terus foto mahasiswi sama dosen buat dijadiin objek fantasi sampe buat grup. Lu mau Jaksa atau hakim kayak gini? Kalo emak lu diperkaos terus Jaksa dan hakim nya kayak gini yaa pasti pro ke pelaku. Sama aja kasus nya sama calon dokter pembully, lu mau dijaga sama dokter kagak ada akhlak?",Neutral
ini kenapaa woiii tolong jelasin samaa guee,Neutral
hahahaha tidur kak bsok lanjut mulung,Neutral
Ya proses hukum lah.,Neutral
"Mahasiswa Hukum tapi melanggar hukum, sebagai seorang ibu yg punya anak mahasiswi sangat marah melihat hal ini .. kalian para pelaku sudah mempermalukan orang tua kalian, mempermalukan agama kalian dan mempermalukan Almamater kalian.",Neutral
lah ortu nya pun malah ngebela anaknya kak,Neutral
"@sen:mereka ngelakuin pelecehan ke cewek cewek disana mau temen, mau dosen, bakan anggota keluarga jg ada yg kena, pas conference yang berani turun minta maaf cuman 2 sisanya ga dibolehin ortu katanya (padahal udh dewasa tapi ortunya masih campur tangan) 14 sisanya baru muncul akhir akhir",Neutral
DOWN GRADE sangat Memalukan sekali 😂😂😂,Neutral
Biar Ngefek DO,Neutral
Medsos yg mengerikan hancur masa depan,Neutral
"jadi di fhui lagi rame kasus ks kak (kekerasan seksual), jadi ada grup chat isi chat nya itu pelecehan semua, dan denger denger juga, keluarga pelaku itu keluarga yang punya privilege, korbannya banyak banget, bahkan ada dosen juga yang jadi korban",Neutral
"gausa di puji, masih sanggup lu bilang orang begitu cakep?",Neutral
Ini Andovi ges bukan mas herdi,Neutral
ganteng ganteng sifat nya.....,VictimBlaming
"baru juga buka tiktok udah kepo , jelasin dong.",Neutral
jlk amt selera lu😂😂,Neutral
"Hah? Itu pinter2nya jaga diri buk, organisasi itu melatih problem solving lho,",Neutral
Llu jaga marwah sebaiknya keluarkan,Neutral
Keluar kan dari kampus,Neutral
"sepahaman aku, kalau korban “dilecehkan” dan dari korban diam atau ga ada reaksi, itu artinya korban fine atau setuju untuk dilecehkan kak",VictimBlaming
tua banget,Neutral
pliss ini knpa gatau serius,Neutral
Terus ini nanti puncaknya apa atau goalsnya apa yah ??,Neutral
"mikirnya tuh harusnya dengan ini lu harus masuk ui, universitas mana yang memperjuangkan hak lu macem gini selain ui? ya mungkin ada tapi ini ui lagi ngasih liat bukti nyatanya ke lu kalo hak perempuan diperjuangkan. lalu apakah lu yakin dengan memilih univ selain ui bakalan nyelametin lu dari hal hal begini? 🤣🤣",Neutral
kronologi guys,Neutral
Penyiraman air keras... hilang..,Neutral
itu di DO engga min,Neutral
gajelas komen lu ga guna,Neutral
Yaelah kedokteran yg spp nya sampe 50jt ++++ jg udh dr lama dirasa jd ladang bisnis tp gada yg speak up,Neutral
"Ancuuuur2 moral anak muda,berikut ANCURNYA MORAL POLHUKAM...sedih para pejuang yg merdekakan bangsa ini",Neutral
"Ngga ada moral semuanya, ngga pernah bersyukur",Neutral
kalo ga ketauan mana mau minta maaf wkwk,Neutral
Seneng lihat ekspresi cowok” yg pro sama korban.ternyata masih ada laki” yg fikirannya normal 🥺,Supportive
Ini kenapa si woiii ketinggalan iii😭🙏🏻,Neutral
"ke dosen, temen, pacar, kakak nya sendiri, nyokap nya sendiri.",Neutral
sayang gabisa disitu,Neutral
kok oknum dosen ? Laaaaahh kamu paham gak ini kasus apaan ?,Neutral
banyak tempat kuliah lain selain UI jeng,Neutral
jumpq fans kah ini?,Neutral
"grup chat mahasiswa yang isinya tiap hari cuma obrolan ngelecehin perempuan, mulai dari sesama mahasiswa, Ibu dosen, sampe bahkan ada keluarga (ibu dan kakak) dari PELAKU sendiri juga ikut dijadikan bahan obrolan melecehkan di dalam grup itu, freak banget pokoknya deh",Neutral
"nope, kekerasan s3ksual",Neutral
Kok yang pegang mik gak ngaca ya dia menampilkan aurat nya sendiri pakai kaos dan celana oblong kok dari kampus tidak mengatur tentang berpakaian MIRIS sekelas UI tiadak ada didikan norma sopan santun Mahasiswa kok penampilan seperti itu😅😅,Neutral
mas andovi join marapton dong,Neutral
Kasus ksus kasus... ijazah palsu ga kelar2 segitu canggih nya alat2 penegakan hukum .... emang manusia2 pada seneng ribut aja... di bumi saja sdh hilang kenyamanan ....apalagi di tempat yg hanya bisa di huni oleh manusia2 bersih dan damai,Neutral
"Berita ui kak, kasus ks. Dan di vt ini, mereka semua pelakunya",Neutral
pelecehan verbal jadi mereka pulu pulu ini buat grub dan melakukan pelecehan verbal ke mahasiswi dan ke dosen nya dosen perempuan,Neutral
"muter² bngt anjir klarifikasi pelaku, gw nonton in sampe mlm kirain bakal ada titik terang gatau nya engga juga 😭😭😭😭😭, karna ya itu, isi nya template",Neutral
"LEVEL JOKES LO KAYA GITU? DIH, ENABLER YA LO",Neutral
"aku mau tdur jam 12 tau"" nya para pelaku keluar akhirnya ga jdi tdur krna lagi seru"" nya tu, akhirnya jam 1 aku tdur krna ga kuat mata 😭",Neutral
KAWAL SMPE DO,Neutral
sampe jam 3😭,Neutral
14 orang pelaku kekerasan seksual di fakultas hukum universitas Indonesia yang melakukan kekerasan seksual yang melakukan kekerasan di chat ke 14 pelaku udah di DO dari kampus,Neutral
pelaku 16 kalo masalah grup itu ada 1 orang yg suka invit² orang banyak trus pada dikick in atau keluar sendiri yg utama keknya 16 orang ini,Neutral
😂😂😂😂😂  UI bidang hukum 😂😂😂😂😂😂😂😂 kalau lulus BISA JADI  HUKUM DI INDONESIA  TAMBAH PARAH BISA BISA HUKUM KAN DI OBRAL,Advocacy
makanya lihat sampai kedalam2nya UI,Neutral
iyakak aku tontonin jam 3 masih live,Neutral
"Malunya sampai ke ubun ubun
Jangan pikir perkaranya sampai disini, keluar kuliah dah kena cap orang orang ini",Neutral
Mahasiswa itu ank2 muda terpelajar lha kok moralmu bejat to le ...le ....smg UI nertindak tegas pd pelecehan itu.,Neutral
malah bagus di publish,Neutral
"Berilmu tinggi, bermoral rendah.",Neutral
ehh ini kenapa ketinggalan berita,Neutral
"@yukari:sedih bgt, peluk jauh untuk semua perempuan🫂",Supportive
